concept_company_business_review	1
concept_company_miami_herald001	2
concept_newspaper_dominion_post	3
concept_physicalaction_organs	4
concept_website_blood	5
concept_bodypart_more_blood	6
concept_politicsissue_energy	7
concept_clothing_calico_dress	8
concept_clothing_hat	9
concept_building_planet_hollywood	10
concept_county_las_vegas	11
concept_building_vegas_casino	12
concept_city_vegas	13
concept_city_las_vegas	14
concept_person_edward_r__murrow	15
concept_publication_cnn__pbs	16
concept_company_cbs_television	17
concept_museum_pioneer_village	18
concept_coach_kentucky	19
concept_city_gastonia	20
concept_stateorprovince_north_carolina	21
concept_university_national	22
concept_musicartist_american	23
concept_crustacean_nit	24
concept_university_unc_asheville	25
concept_sportsteam_north_texas_mean_green	26
concept_personmexico_ncaa	27
concept_sportsteam_ncaa_midwest_regionals	28
concept_sportsleague_ncaa	29
concept_website_tribune_com	30
concept_city_london	31
concept_publication_the_new	32
concept_publication_times_mirror	33
concept_newspaper_ny_times	34
concept_person_simon_fowler	35
concept_musician_ocean_colour_scene	36
concept_criminal_articles_increase	37
concept_personeurope_search	38
concept_building_four_seasons_centre	39
concept_city_toronto	40
concept_sportsleague_pac_10	41
concept_weapon_kit	42
concept_weatherphenomenon_water	43
concept_weatherphenomenon_air	44
concept_politicsblog_people_	45
concept_musicartist_news	46
concept_company_new_york	47
concept_company_los_angeles	48
concept_publication_washington	49
concept_city_new_york	50
concept_journalist_neil_a__lewis	51
concept_mollusk_times	52
concept_politicsblog_times	53
concept_city_friedman	54
concept_writer_foreign_affairs	55
concept_publication_pulitzer_prize_winning_new_york_times	56
concept_university_fellow	57
concept_publication_nytimes	58
concept_politicsblog_ny_times	59
concept_company_the_new_york_times001	60
concept_musicalbum_iowa	61
concept_year_n1873	62
concept_mlalgorithm_ames	63
concept_person_monroe	64
concept_perceptionaction_council_bluffs	65
concept_perceptionaction_dubuque	66
concept_perceptionaction_davenport	67
concept_perceptionaction_cedar_rapids	68
concept_perceptionaction_ames	69
concept_perceptionaction_waterloo	70
concept_automobilemaker_des_moines	71
concept_perceptionaction_iowa_city	72
concept_company_wuvg_tv	73
concept_city_univision	74
concept_sportsteam_southern_methodist_mustangs	75
concept_male_unity_barack_obama	76
concept_city_clinton	77
concept_company_dragon_air	78
concept_city_hong_kong	79
concept_visualizablething_fluids	80
concept_hallwayitem_body	81
concept_county_petersburg	82
concept_stateorprovince_virginia	83
concept_stateorprovince_newjersey	84
concept_clothing_wind_breaker	85
concept_visualizableobject_shirt	86
concept_geopoliticalorganization_sunny_isles	87
concept_geopoliticallocation_florida001	88
concept_politicalparty_chamber_foundation	89
concept_cardgame_board	90
concept_visualizablescene_miami_gardens	91
concept_biotechcompany_ciena	92
