bench	partof	building	0.78541756
burl	partof	forrest	0.78541756
pier	partof	room	0.78541756
cuff	partof	pair_of_trousers	0.78541756
mobile	partof	deep_south	0.78541756
seaside	partof	hydrosphere	0.78541756
parthenon	partof	georgia	0.78541756
gibraltar	partof	british_isles	0.602002
line	partof	alphabet	0.87708545
living_room	partof	assets	0.70929325
stage_left	partof	theater	0.78541756
vessel	partof	vascular_plant	0.78541756
hairline	partof	head	0.8927088
bit	partof	basketball_court	0.78541756
mobile	partof	gulf_states	0.78541756
back	partof	buffy_vampire_slayer	0.23517096
cuff	partof	cot	0.78541756
hair	partof	match	0.70929325
texas	partof	west	0.78541756
groundhog_day	partof	gregorian_calendar	0.78541756
vessel	partof	narration	0.602002
seoul	partof	asia	0.602002
epiphany	partof	gregorian_calendar	0.78541756
cuff	partof	chair	0.78541756
castile	partof	mid_atlantic_states	0.4185865
living_room	partof	street	0.70929325
honshu	partof	pacific	0.78541756
half_moon	partof	tool	0.602002
wing	partof	elevator	0.602002
hair	partof	animal	1.0
new_orleans	partof	south	0.78541756
moustache	partof	racket	0.602002
worthing	partof	europe	0.4185865
spectacles	partof	bowling	0.78541756
yokohama	partof	asia	0.78541756
moustache	partof	me	0.4185865
feature	partof	racket	0.78541756
hindquarters	partof	flock	0.602002
spectacles	partof	picture	0.78541756
arm	partof	narration	0.78541756
witness_box	partof	courthouse	0.78541756
frame	partof	bedroom	0.602002
moustache	partof	watch	0.602002
line	partof	infrastructure	0.78541756
feature	partof	me	0.602002
beard	partof	herd	0.602002
gomorrah	partof	middle_east	0.78541756
entranceway	partof	assets	0.4185865
flight_feather	partof	angel	0.78541756
flight_feather	partof	bird	0.602002
feature	partof	watch	0.78541756
knife_edge	partof	lawn_mower	0.78541756
winchester	partof	england	0.78541756
poland	partof	earth	0.602002
section	partof	garment	0.78541756
east_asia	partof	asia	0.4185865
flight_feather	partof	car	0.602002
spectacles	partof	painting	0.602002
austria	partof	earth	0.602002
fingerprint	partof	hand	0.78541756
hagia_sophia	partof	turkey	0.78541756
flight_feather	partof	division	0.78541756
dentition	partof	head	0.602002
entranceway	partof	street	0.4185865
elbow	partof	garment	0.78541756
index_finger	partof	body	0.70929325
lymphatic_system	partof	buffy_vampire_slayer	0.4185865
nail	partof	foot	0.4185865
nail	partof	hand	0.602002
page	partof	library	0.98437667
united_arab_emirates	partof	south	0.78541756
sea	partof	earth	0.78541756
automobile_horn	partof	train	0.602002
bethlehem	partof	mid_atlantic_states	0.78541756
seattle	partof	district_of_columbia	0.78541756
charleston	partof	south	0.78541756
line	partof	correspondence	0.78541756
sinai	partof	middle_east	0.78541756
taste	partof	meal	0.78541756
noon	partof	week	0.602002
odessa	partof	europe	0.602002
cuff	partof	tripod	0.78541756
saddle	partof	torso	0.78541756
odessa	partof	country	0.602002
thailand	partof	southeast_asia	0.78541756
netherlands	partof	earth	0.602002
pittsburgh	partof	united_states	0.4185865
stage_left	partof	journey	0.78541756
muzzle	partof	human_body	0.602002
gulf_states	partof	united_states	0.78541756
mesa	partof	southwest	0.78541756
enamel	partof	tree	0.78541756
cambridge	partof	united_states	0.78541756
hood_ornament	partof	airplane	0.78541756
enamel	partof	road	0.78541756
clinch	partof	digit	0.78541756
republican	partof	united_states	0.87708545
dock	partof	fuselage	0.78541756
european_country	partof	earth	0.602002
ocean	partof	earth	0.78541756
liege	partof	europe	0.78541756
don	partof	europe	0.602002
northamptonshire	partof	europe	0.78541756
leaf	partof	nature	0.4185865
foot	partof	lea	0.78541756
plate	partof	circuit	0.78541756
mattress	partof	bedroom	0.78541756
atmosphere	partof	universe	0.8927088
florence	partof	deep_south	0.78541756
hastings	partof	great_britain	0.23517096
armature	partof	electric_toothbrush	0.78541756
sense_organ	partof	body	0.78541756
capacitor	partof	electronic_equipment	0.78541756
bitter_end	partof	letter	0.78541756
berlin	partof	europe	0.78541756
gas_tank	partof	motor_vehicle	0.78541756
wheels	partof	elevator	0.87708545
instep	partof	chair	0.602002
james	partof	south	0.78541756
nicaragua	partof	america	0.78541756
half_moon	partof	toe	0.602002
columbia	partof	kentucky	0.78541756
hair	partof	bolt	0.8927088
gas_tank	partof	train	0.4185865
norwich	partof	great_britain	0.23517096
artery	partof	narration	0.602002
norway	partof	europe	0.602002
haft	partof	armoury	0.602002
syracuse	partof	italy	0.78541756
blinker	partof	motor_vehicle	0.78541756
big_ben	partof	greater_london	0.4185865
flight_feather	partof	automobile	0.602002
rib	partof	airplane	0.78541756
suture	partof	nature	0.4185865
hungary	partof	earth	0.602002
russia	partof	earth	0.4185865
hastings	partof	united_kingdom	0.4185865
scrag	partof	guitar	0.602002
temple	partof	nail	0.78541756
manchester	partof	united_kingdom	0.78541756
windshield	partof	elevator	0.602002
bastille	partof	france	0.78541756
norwich	partof	united_kingdom	0.4185865
nose	partof	human_body	0.602002
low_countries	partof	earth	0.602002
